               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 297,            0.039974,             0.17565,           0.0040794,             0.62228,             0.54435,             0.54745,             0.32793,            0.062317,             0.17453,            0.009326,           0.0056957,           0.0056957,            0.046196
                 298,            0.041602,             0.18252,           0.0058967,              0.6864,             0.49815,             0.57547,             0.33396,            0.056781,             0.16644,           0.0093446,           0.0057131,           0.0057131,            0.046013
                 299,            0.040607,             0.17901,           0.0046798,             0.58464,             0.54517,             0.54883,             0.31251,            0.057912,             0.17226,            0.010941,           0.0057306,           0.0057306,            0.045831
                 300,            0.041598,             0.16285,            0.004686,             0.45191,             0.44688,             0.39484,             0.18245,            0.066793,             0.19817,            0.011326,            0.005748,            0.005748,            0.045648
                 301,            0.040539,              0.1701,           0.0044541,             0.79478,             0.48236,             0.57272,             0.32408,            0.057757,             0.17148,           0.0081497,           0.0057654,           0.0057654,            0.045465
                 302,            0.042387,             0.18666,           0.0051237,             0.74506,              0.5819,             0.61622,             0.32851,            0.061079,             0.16547,           0.0073849,           0.0057828,           0.0057828,            0.045283
                 303,            0.045749,             0.17158,           0.0062418,             0.80459,             0.53297,             0.60855,             0.36288,            0.058351,             0.16344,           0.0066238,           0.0058001,           0.0058001,              0.0451
                 304,            0.044564,             0.18224,           0.0053391,             0.78944,             0.51037,             0.58191,             0.32929,            0.060932,             0.16539,           0.0068585,           0.0058175,           0.0058175,            0.044918
                 305,            0.038852,             0.15402,           0.0043322,             0.75485,              0.5482,             0.59407,             0.35364,            0.059993,             0.16712,           0.0072739,           0.0058348,           0.0058348,            0.044735
                 306,            0.041457,             0.18072,            0.005325,             0.72545,             0.58848,             0.61607,             0.32065,            0.059126,             0.16096,           0.0070832,           0.0058522,           0.0058522,            0.044552
                 307,            0.039945,             0.18567,           0.0051559,             0.75763,             0.56135,             0.59584,             0.33466,            0.061914,             0.16567,            0.007068,           0.0058695,           0.0058695,            0.044369
                 308,            0.042704,              0.1831,           0.0055217,             0.69089,             0.55847,             0.59541,             0.35285,            0.060511,             0.16502,           0.0070659,           0.0058868,           0.0058868,            0.044187
                 309,            0.040423,             0.16633,           0.0041819,             0.78791,             0.54068,             0.56715,             0.34837,            0.065728,             0.17167,           0.0086083,            0.005904,            0.005904,            0.044004
                 310,            0.041918,              0.1686,           0.0054255,             0.83272,             0.51878,             0.57915,             0.35032,            0.062119,             0.17077,           0.0082282,           0.0059213,           0.0059213,            0.043821
                 311,            0.039597,             0.16855,           0.0042832,             0.68335,             0.58688,             0.58683,             0.32153,            0.062408,              0.1708,           0.0075719,           0.0059385,           0.0059385,            0.043639
                 312,            0.039614,             0.19238,           0.0044462,             0.64038,             0.60039,             0.58464,             0.34511,            0.059449,             0.17636,           0.0079436,           0.0059557,           0.0059557,            0.043456
                 313,            0.039378,              0.1735,           0.0046811,             0.70399,             0.51161,             0.55504,             0.29826,            0.065242,             0.18323,           0.0077829,           0.0059729,           0.0059729,            0.043273
                 314,            0.038114,             0.17375,           0.0048923,             0.76429,             0.51064,              0.5828,             0.37922,            0.059986,             0.17006,           0.0075005,           0.0059901,           0.0059901,             0.04309
                 315,            0.039939,             0.17751,           0.0043365,             0.86339,             0.48817,             0.56608,              0.3337,            0.065606,             0.16784,           0.0070805,           0.0060073,           0.0060073,            0.042907
                 316,             0.03921,             0.16222,           0.0041207,             0.78367,             0.51161,             0.55642,             0.31608,            0.063607,              0.1779,            0.007949,           0.0060244,           0.0060244,            0.042724
                 317,            0.038952,             0.18324,           0.0049478,             0.64441,             0.53984,             0.54681,             0.34212,            0.064998,             0.16874,           0.0078896,           0.0060416,           0.0060416,            0.042542
                 318,             0.03799,             0.15986,           0.0040569,             0.86078,             0.53326,             0.57471,             0.35103,            0.064368,             0.16905,           0.0073508,           0.0060587,           0.0060587,            0.042359
                 319,            0.037489,             0.18294,           0.0050813,             0.65278,             0.59633,             0.60718,             0.35271,            0.058219,             0.16296,           0.0080285,           0.0060758,           0.0060758,            0.042176
                 320,            0.037605,             0.17253,           0.0052871,             0.81107,             0.42704,             0.53844,             0.31405,            0.062419,             0.17919,           0.0072403,           0.0060929,           0.0060929,            0.041993
                 321,            0.037529,             0.18825,           0.0048624,             0.69985,             0.60613,             0.64492,             0.38302,            0.056234,             0.16478,           0.0079116,           0.0061099,           0.0061099,             0.04181
                 322,            0.041287,             0.16055,           0.0044718,             0.69538,             0.57616,             0.60903,             0.37357,            0.060189,             0.16485,           0.0079405,            0.006127,            0.006127,            0.041627
                 323,            0.040112,             0.19012,           0.0046406,             0.72473,             0.59602,             0.63594,             0.38961,            0.056748,             0.16536,           0.0070726,            0.006144,            0.006144,            0.041444
                 324,            0.039504,             0.17227,           0.0047088,             0.76505,             0.57917,             0.60666,             0.38861,            0.060111,             0.16867,           0.0070223,            0.006161,            0.006161,            0.041261
                 325,            0.039794,             0.21428,           0.0057345,             0.61712,             0.57827,             0.60655,               0.311,            0.050894,             0.16897,            0.012385,            0.006178,            0.006178,            0.041078
                 326,            0.041375,             0.21444,           0.0049798,             0.52786,              0.6219,             0.54245,              0.2693,            0.054433,             0.16392,            0.014193,            0.006195,            0.006195,            0.040895
                 327,            0.038836,             0.18441,           0.0046817,             0.73294,             0.55598,             0.64225,             0.34453,            0.049773,             0.16876,           0.0071369,           0.0062119,           0.0062119,            0.040712
                 328,            0.040245,              0.1518,           0.0054958,             0.55332,             0.63505,              0.6128,             0.29295,            0.053334,             0.15151,            0.013189,           0.0062288,           0.0062288,            0.040529
                 329,             0.04152,             0.17678,           0.0044014,             0.61107,             0.58146,             0.58204,             0.29002,            0.050288,             0.16678,            0.012287,           0.0062458,           0.0062458,            0.040346
                 330,            0.038096,             0.17468,           0.0051073,              0.7251,             0.62379,             0.68182,             0.36185,            0.049061,             0.15686,           0.0093717,           0.0062627,           0.0062627,            0.040163
                 331,             0.03756,             0.17389,           0.0056324,             0.71703,             0.62885,             0.68509,             0.38017,            0.047749,             0.16037,           0.0087376,           0.0062795,           0.0062795,             0.03998
                 332,              0.0389,             0.17053,           0.0044134,             0.78472,             0.45114,              0.5596,             0.29164,            0.054475,             0.18301,           0.0087048,           0.0062964,           0.0062964,            0.039796
                 333,            0.039644,             0.17139,           0.0042418,             0.66402,             0.59224,             0.63839,             0.32878,            0.050906,             0.16615,           0.0082509,           0.0063133,           0.0063133,            0.039613
                 334,            0.040951,             0.16497,           0.0040379,             0.66589,             0.53666,             0.56506,             0.29531,            0.057205,              0.1761,           0.0084067,           0.0063301,           0.0063301,             0.03943
                 335,            0.042001,             0.17188,           0.0048802,             0.73025,             0.60423,             0.66099,             0.36478,            0.050509,             0.17046,           0.0073789,           0.0063469,           0.0063469,            0.039247
                 336,            0.038178,             0.16174,           0.0038855,              0.8351,             0.49268,             0.60334,             0.34556,            0.057291,               0.172,           0.0079694,           0.0063637,           0.0063637,            0.039064
                 337,            0.041329,             0.17824,           0.0045749,             0.61575,             0.56532,             0.57369,             0.30648,            0.054586,             0.18461,            0.010582,           0.0063805,           0.0063805,             0.03888
                 338,            0.037598,             0.14796,           0.0062215,             0.76361,             0.53389,             0.59725,             0.29442,            0.058052,             0.17964,           0.0085791,           0.0063972,           0.0063972,            0.038697
                 339,            0.037165,               0.182,           0.0047265,             0.58388,             0.60149,             0.59053,             0.34086,            0.053871,             0.17592,            0.010473,           0.0064139,           0.0064139,            0.038514
                 340,            0.040744,             0.17152,           0.0049034,              0.6075,             0.51483,              0.5449,             0.32927,            0.058861,             0.17582,            0.012086,           0.0064307,           0.0064307,            0.038331
                 341,            0.037739,             0.16152,           0.0049641,             0.65987,             0.58315,             0.61807,             0.38119,            0.053276,             0.17412,           0.0091339,           0.0064474,           0.0064474,            0.038147
                 342,             0.03809,             0.15201,            0.003933,             0.67259,             0.47153,             0.52304,             0.27069,             0.06504,             0.18572,           0.0093639,            0.006464,            0.006464,            0.037964
                 343,            0.038169,             0.15396,           0.0046854,             0.77311,             0.55571,             0.60742,             0.37082,            0.058384,             0.17155,           0.0075957,           0.0064807,           0.0064807,            0.037781
                 344,            0.036203,             0.17328,           0.0044477,              0.7123,             0.60251,             0.61299,             0.37234,             0.05664,             0.17214,           0.0072612,           0.0064973,           0.0064973,            0.037597
                 345,            0.037757,             0.17215,           0.0049734,             0.87755,             0.55108,             0.60465,             0.36909,            0.056893,             0.17253,           0.0071621,            0.006514,            0.006514,            0.037414
                 346,            0.035667,              0.1727,           0.0046982,             0.75099,             0.56697,             0.60478,             0.35961,            0.058026,             0.16869,           0.0073262,           0.0065306,           0.0065306,            0.037231
                 347,              0.0358,             0.17653,           0.0041427,             0.67561,             0.57097,             0.59985,             0.36698,            0.057726,              0.1752,           0.0080246,           0.0065472,           0.0065472,            0.037047
                 348,            0.037906,             0.17536,           0.0047676,             0.66413,             0.58383,             0.60312,             0.35092,             0.06064,             0.17226,           0.0071985,           0.0065637,           0.0065637,            0.036864
                 349,            0.038725,              0.1756,           0.0049784,             0.77043,             0.53792,               0.594,             0.37278,            0.059403,             0.17455,           0.0074318,           0.0065803,           0.0065803,             0.03668
                 350,            0.036659,             0.16426,           0.0052745,              0.8243,             0.52887,             0.59721,             0.37028,            0.058608,             0.17584,           0.0069115,           0.0065968,           0.0065968,            0.036497
                 351,             0.03982,             0.17062,           0.0048605,             0.73394,             0.52846,             0.59139,             0.33393,            0.060619,             0.17799,           0.0074778,           0.0066133,           0.0066133,            0.036313
                 352,            0.041594,             0.16282,           0.0047314,             0.78158,              0.4703,             0.53439,             0.27709,            0.063429,             0.18964,           0.0075876,           0.0066298,           0.0066298,             0.03613
                 353,            0.038626,             0.16179,           0.0043867,             0.81468,             0.52738,             0.59007,             0.36281,            0.060439,             0.17677,           0.0071889,           0.0066463,           0.0066463,            0.035946
                 354,            0.038542,             0.17083,           0.0039831,             0.78018,             0.57259,              0.6166,             0.37537,            0.060249,             0.16529,           0.0069914,           0.0066627,           0.0066627,            0.035763
                 355,            0.039903,             0.17892,           0.0049071,             0.75181,              0.6023,             0.63825,             0.36947,            0.058935,              0.1719,           0.0066663,           0.0066792,           0.0066792,            0.035579
                 356,            0.037441,             0.17936,           0.0040967,             0.90518,             0.55108,             0.63672,             0.38691,            0.057631,             0.16699,           0.0068076,           0.0066956,           0.0066956,            0.035396
                 357,            0.036187,             0.15961,           0.0038024,             0.85225,             0.55628,             0.61087,             0.37438,            0.060614,               0.175,           0.0075351,            0.006712,            0.006712,            0.035212
                 358,            0.037954,             0.16451,           0.0040043,             0.81791,             0.54546,             0.58784,             0.35705,            0.061162,             0.17485,           0.0084662,           0.0067283,           0.0067283,            0.035028
                 359,            0.034612,             0.15968,            0.004915,             0.72146,             0.58941,             0.63173,             0.36945,            0.056323,              0.1694,           0.0070661,           0.0067447,           0.0067447,            0.034845
                 360,            0.036089,             0.17744,           0.0041366,             0.74035,             0.61946,             0.64745,             0.38099,            0.055024,             0.16618,           0.0075024,            0.006761,            0.006761,            0.034661
                 361,             0.03529,              0.1507,           0.0040766,             0.82161,             0.54531,              0.6416,             0.32911,            0.059224,             0.16175,           0.0071155,           0.0067774,           0.0067774,            0.034477
                 362,            0.036589,             0.15521,           0.0045076,              0.5726,             0.43813,             0.46057,             0.21232,            0.065695,             0.19723,            0.015519,           0.0067937,           0.0067937,            0.034294
                 363,            0.037692,             0.16991,           0.0082697,             0.63511,             0.05618,            0.041322,            0.015777,            0.079592,             0.28832,            0.033203,           0.0068099,           0.0068099,             0.03411
                 364,            0.035016,             0.17472,           0.0053066,             0.10635,             0.08427,             0.05121,            0.013052,            0.073754,             0.27977,            0.036605,           0.0068262,           0.0068262,            0.033926
                 365,            0.036377,             0.16979,           0.0056075,             0.80231,             0.12888,             0.17639,            0.055087,            0.070602,             0.23891,             0.03461,           0.0068424,           0.0068424,            0.033742
                 366,            0.035054,              0.1757,           0.0054728,             0.87179,             0.16291,             0.19137,            0.076427,            0.067267,             0.25833,            0.027378,           0.0068587,           0.0068587,            0.033559
                 367,            0.036114,             0.16675,           0.0062108,             0.52747,             0.36302,             0.34367,             0.17394,             0.07001,             0.22965,            0.014105,           0.0068749,           0.0068749,            0.033375
                 368,            0.035669,              0.1924,           0.0057027,             0.83329,             0.16847,             0.18083,             0.08289,             0.07177,             0.24895,             0.03312,            0.006891,            0.006891,            0.033191
                 369,            0.035532,             0.17506,           0.0055168,             0.65403,             0.38258,             0.41296,             0.25471,             0.06394,             0.21559,            0.015615,           0.0069072,           0.0069072,            0.033007
                 370,            0.035149,             0.17889,           0.0055943,             0.62852,             0.51622,              0.5295,             0.31408,             0.05779,              0.1816,            0.012407,           0.0069233,           0.0069233,            0.032823
                 371,            0.040895,             0.18868,           0.0057177,             0.56508,             0.45379,             0.45893,             0.26804,            0.064447,             0.19164,            0.015846,           0.0069395,           0.0069395,            0.032639
                 372,            0.036885,             0.14737,           0.0035853,             0.58151,             0.51996,             0.50282,             0.28045,            0.063447,              0.1942,            0.014163,           0.0069556,           0.0069556,            0.032456
                 373,            0.034376,             0.15245,           0.0039604,             0.64975,             0.54914,             0.59665,             0.32726,            0.054564,             0.18099,           0.0090732,           0.0069716,           0.0069716,            0.032272
                 374,            0.037674,             0.16092,           0.0050368,             0.59094,             0.59558,             0.59037,             0.31324,            0.054714,             0.18026,            0.012168,           0.0069877,           0.0069877,            0.032088
                 375,              0.0377,             0.19927,           0.0048975,             0.73688,             0.59942,             0.66479,             0.35142,            0.054075,             0.16872,           0.0083788,           0.0070037,           0.0070037,            0.031904
                 376,              0.0405,             0.17551,           0.0048655,             0.81291,             0.53953,             0.64782,             0.35733,            0.053528,             0.17936,           0.0072591,           0.0070198,           0.0070198,             0.03172
                 377,            0.040174,             0.17552,           0.0064987,             0.75917,             0.65455,             0.68698,             0.37861,            0.046375,             0.17159,           0.0086747,           0.0070358,           0.0070358,            0.031536
                 378,            0.038075,             0.15686,           0.0042796,             0.60309,             0.64821,             0.60978,             0.33633,            0.053693,             0.17972,           0.0076664,           0.0070517,           0.0070517,            0.031352
                 379,            0.038029,             0.17735,           0.0049795,             0.75427,             0.63322,             0.70049,             0.38929,            0.049085,             0.16065,           0.0079122,           0.0070677,           0.0070677,            0.031168
                 380,            0.042111,             0.17547,           0.0053186,              0.7994,             0.66344,             0.71644,             0.42417,            0.053218,             0.15082,           0.0085673,           0.0070836,           0.0070836,            0.030984
                 381,            0.037805,             0.16325,           0.0042962,             0.73926,             0.70812,             0.70728,             0.41784,            0.049101,             0.15118,            0.010276,           0.0070996,           0.0070996,              0.0308
                 382,            0.036441,             0.16228,           0.0041257,             0.75566,             0.70373,             0.72905,             0.43849,            0.049566,             0.15118,           0.0085647,           0.0071155,           0.0071155,            0.030615
                 383,            0.040605,             0.16742,           0.0052934,              0.7788,             0.59346,             0.68267,             0.39444,            0.051601,             0.15711,           0.0088644,           0.0071313,           0.0071313,            0.030431
                 384,            0.038252,             0.17775,           0.0045843,             0.71215,             0.55626,             0.62378,             0.38109,            0.053142,              0.1919,           0.0076811,           0.0071472,           0.0071472,            0.030247
                 385,            0.036774,             0.18458,           0.0049103,             0.78842,             0.58641,              0.6784,             0.40527,            0.050129,             0.17937,           0.0075089,            0.007163,            0.007163,            0.030063
                 386,            0.040445,             0.18228,           0.0046754,              0.8036,             0.61657,              0.7065,             0.41422,            0.049557,             0.16971,           0.0096241,           0.0071788,           0.0071788,            0.029879
                 387,             0.03506,             0.15853,           0.0045329,             0.83567,             0.60629,             0.68083,             0.40278,            0.051817,              0.1766,           0.0078693,           0.0071946,           0.0071946,            0.029695
                 388,            0.035274,             0.16109,           0.0044788,             0.71797,             0.67741,             0.69129,             0.43548,            0.048357,             0.17191,           0.0064207,           0.0072104,           0.0072104,             0.02951
                 389,            0.032426,             0.17164,           0.0037854,             0.85701,             0.59506,             0.66542,             0.41608,            0.053194,             0.17123,           0.0068813,           0.0072262,           0.0072262,            0.029326
                 390,            0.038334,             0.18438,           0.0037349,             0.81505,             0.58491,             0.67803,             0.42115,            0.053749,             0.17943,           0.0065994,           0.0072419,           0.0072419,            0.029142
                 391,            0.033328,             0.16346,           0.0039683,             0.86678,             0.54457,             0.62019,             0.38131,            0.055319,             0.18248,           0.0057089,           0.0072576,           0.0072576,            0.028958
                 392,            0.035372,             0.16931,            0.004929,              0.5155,             0.44744,             0.39409,             0.19984,            0.056136,             0.19003,            0.023561,           0.0072733,           0.0072733,            0.028773
                 393,            0.038077,             0.16628,           0.0049533,             0.77635,             0.53585,              0.6412,             0.36526,             0.05403,             0.16782,           0.0079423,            0.007289,            0.007289,            0.028589
                 394,            0.035963,             0.16608,           0.0036275,             0.69858,             0.65724,             0.67208,             0.41066,            0.050272,             0.16892,           0.0073999,           0.0073046,           0.0073046,            0.028405
                 395,            0.035652,             0.16429,           0.0043001,             0.71377,             0.69249,             0.69552,             0.40706,             0.05001,             0.16472,           0.0081607,           0.0073203,           0.0073203,             0.02822
                 396,            0.035711,             0.15309,           0.0043828,             0.67528,             0.72477,             0.71094,              0.4328,            0.045954,             0.16366,           0.0079527,           0.0073359,           0.0073359,            0.028036
                 397,            0.032517,             0.16183,           0.0042769,             0.82865,             0.66325,              0.7405,             0.43565,            0.047729,             0.16463,           0.0076285,           0.0073515,           0.0073515,            0.027851
                 398,            0.036749,             0.17675,             0.00474,             0.75167,             0.70934,             0.73143,             0.43005,            0.047586,             0.16452,            0.007787,            0.007367,            0.007367,            0.027667
                 399,            0.035703,              0.1628,           0.0043118,             0.77709,             0.64843,              0.6973,             0.39974,            0.049216,             0.17652,            0.007957,           0.0073826,           0.0073826,            0.027483
                 400,            0.034043,             0.16095,           0.0057056,             0.75566,             0.70454,             0.72258,             0.42574,            0.045798,             0.17552,           0.0081477,           0.0073981,           0.0073981,            0.027298
                 401,            0.034334,             0.17782,           0.0051336,             0.77983,             0.64757,             0.72653,             0.42026,            0.042849,             0.15986,            0.009787,           0.0074136,           0.0074136,            0.027114
                 402,            0.032949,             0.17266,           0.0049107,             0.62787,             0.57484,             0.55096,              0.3086,             0.04737,              0.1814,            0.013719,           0.0074291,           0.0074291,            0.026929
                 403,             0.03294,             0.16325,           0.0041104,             0.64705,             0.53267,              0.5549,             0.32513,            0.048936,             0.19081,            0.013884,           0.0074445,           0.0074445,            0.026745
                 404,            0.034049,             0.15986,           0.0050733,               0.815,              0.5897,             0.68673,             0.39399,            0.047028,             0.18019,             0.01031,             0.00746,             0.00746,             0.02656
                 405,            0.033727,             0.17592,           0.0039757,             0.64192,             0.64249,             0.64528,             0.35795,            0.050774,             0.18418,            0.010062,           0.0074754,           0.0074754,            0.026375
                 406,            0.034361,             0.17076,           0.0040785,             0.65099,             0.67007,             0.68393,              0.4009,            0.047564,              0.1807,           0.0098184,           0.0074908,           0.0074908,            0.026191
                 407,            0.035387,             0.15637,           0.0047796,              0.6162,             0.64359,             0.65185,              0.4065,            0.049378,             0.17968,           0.0085046,           0.0075062,           0.0075062,            0.026006
                 408,            0.035332,             0.15049,           0.0040997,             0.68822,             0.54051,             0.61341,             0.35256,            0.052919,             0.19286,           0.0083079,           0.0075215,           0.0075215,            0.025822
                 409,             0.03511,             0.16247,            0.003675,             0.69782,             0.58776,             0.65122,             0.37366,            0.047843,             0.17727,           0.0081727,           0.0075369,           0.0075369,            0.025637
                 410,            0.034999,             0.15874,           0.0047514,             0.70544,             0.58257,             0.62511,             0.36255,            0.050255,             0.18309,              0.0079,           0.0075522,           0.0075522,            0.025452
                 411,            0.036518,             0.17889,           0.0042202,             0.71976,             0.60706,              0.6957,             0.40781,            0.046837,             0.16736,           0.0079351,           0.0075675,           0.0075675,            0.025267
                 412,            0.034961,              0.1782,           0.0043872,             0.78397,             0.57983,             0.68029,             0.41229,            0.047197,             0.17714,            0.007601,           0.0075827,           0.0075827,            0.025083
                 413,            0.032972,             0.18814,            0.004486,             0.70231,             0.64062,             0.68627,             0.40758,            0.047965,             0.17663,           0.0069661,            0.007598,            0.007598,            0.024898
                 414,            0.032617,             0.14587,           0.0036718,             0.86037,             0.49151,             0.61922,              0.3562,            0.051221,             0.19211,           0.0073553,           0.0076132,           0.0076132,            0.024713
                 415,            0.035709,             0.15231,           0.0036613,             0.68928,             0.56465,             0.61587,             0.33977,            0.052794,             0.19133,           0.0076376,           0.0076284,           0.0076284,            0.024528
                 416,            0.035677,             0.16234,           0.0039936,             0.71482,             0.57876,             0.63436,             0.35961,            0.051932,             0.18898,           0.0067777,           0.0076436,           0.0076436,            0.024344
                 417,            0.034768,             0.17802,           0.0035471,             0.72113,             0.68014,             0.70759,             0.37716,            0.047929,             0.17456,           0.0060294,           0.0076587,           0.0076587,            0.024159
                 418,            0.032544,             0.15569,           0.0033075,             0.72579,             0.71391,              0.7444,             0.41296,            0.046843,             0.16648,           0.0051625,           0.0076739,           0.0076739,            0.023974
                 419,             0.03309,             0.14957,             0.00356,             0.75287,             0.58714,              0.6546,             0.32565,            0.051885,             0.19847,            0.006977,            0.007689,            0.007689,            0.023789
                 420,            0.033105,             0.15947,           0.0033671,             0.89765,             0.60157,             0.70736,             0.41871,            0.048929,             0.17203,           0.0058963,           0.0077041,           0.0077041,            0.023604
                 421,            0.033341,             0.17214,           0.0041345,             0.82666,             0.64732,             0.70321,             0.42934,            0.047731,             0.16847,           0.0068584,           0.0077192,           0.0077192,            0.023419
                 422,            0.033477,             0.16547,           0.0036995,             0.74458,             0.61351,             0.64977,             0.36817,            0.053552,              0.1807,           0.0069482,           0.0077342,           0.0077342,            0.023234
                 423,            0.034702,             0.14889,           0.0057456,              0.8496,             0.55206,             0.63835,             0.38942,            0.054588,             0.18333,            0.007158,           0.0077492,           0.0077492,            0.023049
                 424,            0.034915,             0.16095,           0.0040294,              0.6289,             0.61915,             0.59417,             0.34661,            0.055101,             0.18841,           0.0092418,           0.0077642,           0.0077642,            0.022864
                 425,            0.033502,             0.17096,           0.0035283,             0.82163,             0.59586,             0.63878,              0.3651,            0.055313,             0.17731,           0.0072112,           0.0077792,           0.0077792,            0.022679
                 426,            0.034716,             0.16278,            0.002988,             0.77111,             0.56599,             0.60884,             0.36634,            0.055462,             0.18109,           0.0073051,           0.0077942,           0.0077942,            0.022494
                 427,            0.036517,             0.17137,           0.0041133,             0.81264,             0.63347,             0.69489,             0.41374,             0.05047,             0.17501,           0.0072057,           0.0078091,           0.0078091,            0.022309
                 428,            0.035958,             0.15085,           0.0036382,             0.71514,             0.60302,             0.63788,             0.36901,            0.054392,             0.18651,           0.0076718,            0.007824,            0.007824,            0.022124
                 429,            0.033255,             0.15222,           0.0044833,             0.65462,             0.63151,             0.63048,             0.33987,            0.054108,             0.20193,           0.0086566,           0.0078389,           0.0078389,            0.021939
                 430,            0.036444,              0.1717,           0.0047693,             0.89648,             0.60726,             0.73744,             0.44706,            0.048593,             0.16834,            0.007357,           0.0078538,           0.0078538,            0.021754
                 431,            0.033578,             0.16623,           0.0032485,             0.86135,             0.59401,             0.68672,             0.41693,            0.051646,             0.16412,           0.0092849,           0.0078687,           0.0078687,            0.021569
                 432,            0.034742,             0.17496,           0.0041632,             0.86493,             0.58695,             0.68858,             0.39221,            0.049872,             0.16709,           0.0098621,           0.0078835,           0.0078835,            0.021383
                 433,            0.038047,             0.17721,           0.0044678,             0.73757,             0.66152,             0.69264,             0.40898,              0.0507,             0.15925,           0.0095386,           0.0078983,           0.0078983,            0.021198
                 434,            0.037073,             0.16762,           0.0042293,             0.85788,             0.62861,             0.72044,             0.41763,            0.050657,             0.16648,           0.0090905,           0.0079131,           0.0079131,            0.021013
                 435,               0.033,             0.17821,           0.0033642,             0.77221,             0.70736,             0.74361,              0.4006,            0.046363,             0.16679,           0.0093164,           0.0079278,           0.0079278,            0.020828
                 436,            0.031332,             0.15862,           0.0034804,              0.6319,             0.64274,             0.63812,             0.37708,            0.051023,              0.1806,           0.0093299,           0.0079426,           0.0079426,            0.020643
                 437,            0.033786,             0.14724,           0.0030388,             0.75834,             0.59413,             0.64522,             0.35002,            0.052023,             0.19058,           0.0090847,           0.0079573,           0.0079573,            0.020457
                 438,             0.03246,             0.15239,           0.0035309,             0.81192,             0.46041,             0.55077,             0.33191,            0.052766,             0.21315,           0.0096691,            0.007972,            0.007972,            0.020272
                 439,            0.033627,              0.1697,           0.0036623,             0.80328,             0.55713,             0.63374,             0.35098,            0.050016,             0.19906,            0.010144,           0.0079866,           0.0079866,            0.020087
                 440,            0.038538,             0.16325,           0.0036951,             0.80699,             0.51801,             0.60026,             0.35288,            0.052217,             0.20606,            0.010076,           0.0080013,           0.0080013,            0.019901
                 441,            0.036686,             0.14654,            0.005009,             0.82875,             0.51952,             0.58956,             0.35605,            0.049042,             0.21606,            0.010569,           0.0080159,           0.0080159,            0.019716
                 442,             0.03291,             0.15625,           0.0039158,             0.83545,             0.51759,               0.592,              0.3499,            0.050199,             0.21374,             0.01001,           0.0080305,           0.0080305,            0.019531
                 443,            0.033835,             0.14192,           0.0031487,             0.84673,             0.48886,              0.5702,             0.35051,            0.052865,              0.2134,            0.010987,           0.0080451,           0.0080451,            0.019345
                 444,             0.03372,             0.17133,           0.0032644,             0.69761,             0.56654,              0.5999,             0.35292,             0.05031,             0.19573,            0.014396,           0.0080596,           0.0080596,             0.01916
                 445,            0.033579,             0.19802,           0.0039333,             0.83177,             0.68329,             0.73953,             0.44565,             0.04496,              0.1596,            0.017323,           0.0080742,           0.0080742,            0.018974
                 446,            0.033976,             0.16772,            0.004892,             0.78511,             0.64999,             0.70819,             0.38146,            0.053529,             0.15678,            0.016273,           0.0080887,           0.0080887,            0.018789
                 447,            0.033429,             0.18129,           0.0044049,             0.87382,              0.5768,             0.69407,             0.40159,            0.049911,             0.15696,            0.017033,           0.0081032,           0.0081032,            0.018603
                 448,             0.03442,             0.14808,           0.0031078,             0.76648,             0.58819,             0.64647,             0.33277,            0.056177,             0.16407,            0.015471,           0.0081176,           0.0081176,            0.018418
                 449,            0.035036,             0.17154,           0.0037813,             0.84241,             0.56062,             0.67244,             0.35799,            0.050278,              0.1762,            0.011995,           0.0081321,           0.0081321,            0.018232
                 450,            0.033462,             0.14899,           0.0042073,             0.84335,              0.5978,             0.66803,             0.36837,            0.054425,             0.18259,           0.0085699,           0.0081465,           0.0081465,            0.018047
